595.435	237.723
595.421	236.931
595.004	233.702
596.142	244.499
596.128	243.707
595.711	240.478
597.246	254.640
597.246	254.640
596.816	250.619
529.142	71.884
529.188	69.244
530.576	58.481
528.930	73.917
528.976	71.277
530.364	60.514
528.598	76.959
528.645	74.320
530.033	63.556
448.059	73.573
448.013	76.212
446.625	86.976
447.847	75.606
447.801	78.245
446.413	89.009
447.516	78.648
447.469	81.287
446.081	92.051
584.063	71.518
584.110	74.158
585.498	84.921
584.275	73.551
584.322	76.191
585.710	86.954
584.607	76.593
584.653	79.233
586.041	89.996
502.981	69.829
502.934	67.190
501.546	56.426
503.193	71.862
503.147	69.223
501.758	58.459
503.524	74.904
503.478	72.265
502.090	61.501
296.560	239.444
296.574	238.652
296.990	235.423
295.853	246.220
295.867	245.428
296.284	242.199
294.749	256.361
294.763	255.569
295.179	252.340
272.235	239.951
272.221	240.742
271.805	243.971
271.529	246.727
271.515	247.519
271.098	250.748
270.424	256.867
270.410	257.659
269.994	260.888
479.632	238.563
479.646	239.355
480.062	242.584
480.339	245.340
480.353	246.131
480.769	249.360
481.443	255.480
481.457	256.272
481.874	259.501
455.307	238.057
455.293	237.265
454.877	234.036
456.014	244.833
456.000	244.041
455.584	240.812
457.119	254.973
457.105	254.182
456.688	250.952
389.014	71.550
389.060	68.911
390.449	58.147
388.802	73.583
388.848	70.944
390.237	60.180
388.471	76.625
388.517	73.986
389.905	63.222
307.932	73.239
307.885	75.879
306.497	86.642
307.720	75.272
307.673	77.912
306.285	88.675
307.388	78.314
307.342	80.954
305.954	91.717
443.936	71.852
443.982	74.491
445.370	85.255
444.148	73.885
444.194	76.524
445.582	87.288
444.479	76.927
444.525	79.566
445.914	90.330
362.853	70.163
362.807	67.524
361.419	56.760
363.065	72.196
363.019	69.556
361.631	58.793
363.397	75.238
363.350	72.599
361.962	61.835
709.634	5.115
474.272	154.334
474.490	153.847
475.434	151.998
473.565	155.907
472.621	157.756
473.565	155.907
469.383	164.162
469.601	163.675
470.545	161.826
458.582	154.059
458.364	154.546
457.420	156.395
456.713	157.968
456.495	158.455
455.551	160.304
453.693	163.887
453.475	164.374
452.531	166.223
536.990	147.056
537.207	147.543
538.152	149.392
538.858	150.965
539.076	151.453
540.020	153.301
541.878	156.884
542.096	157.371
543.040	159.220
521.300	147.331
521.082	146.844
520.138	144.995
523.169	151.240
522.951	150.753
522.006	148.905
526.188	157.159
526.188	157.159
525.026	154.823
514.528	49.168
515.254	47.545
518.401	41.382
513.967	50.341
514.693	48.717
517.841	42.554
513.061	52.116
513.787	50.493
516.935	44.330
462.228	48.252
461.502	49.875
458.355	56.038
461.668	49.424
460.942	51.048
457.794	57.211
460.762	51.200
460.036	52.823
456.888	58.986
533.343	41.249
534.069	42.872
537.216	49.035
533.904	42.422
534.630	44.045
537.777	50.208
534.810	44.197
535.536	45.821
538.683	51.984
481.044	42.166
480.318	40.542
477.170	34.379
481.604	43.338
480.878	41.715
477.731	35.552
482.510	45.114
481.784	43.490
478.637	37.328
335.442	153.069
335.659	152.582
336.604	150.733
333.573	156.978
333.791	156.491
334.735	154.643
330.553	162.897
330.771	162.410
331.715	160.561
319.752	152.794
319.534	153.281
318.590	155.130
317.883	156.704
317.665	157.191
316.721	159.039
314.863	162.622
314.645	163.109
313.701	164.958
398.159	148.321
398.377	148.808
399.322	150.657
400.028	152.230
400.246	152.717
401.190	154.566
403.048	158.149
403.266	158.636
404.210	160.485
382.470	148.596
382.252	148.109
381.308	146.260
384.338	152.505
384.121	152.018
383.176	150.169
387.358	158.424
387.141	157.937
386.196	156.088
375.698	47.904
376.424	46.280
379.571	40.117
375.137	49.076
375.863	47.453
379.010	41.290
374.231	50.852
374.957	49.229
378.104	43.066
323.398	46.987
322.672	48.611
319.525	54.773
322.838	48.160
322.112	49.783
318.964	55.946
321.932	49.935
321.206	51.559
318.058	57.722
394.513	42.513
395.239	44.137
398.386	50.300
395.074	43.686
395.800	45.310
398.947	51.473
395.980	45.462
396.706	47.085
399.853	53.248
342.214	43.430
341.488	41.807
338.340	35.644
342.774	44.603
342.048	42.979
338.901	36.816
343.680	46.378
342.954	44.755
339.807	38.592
600.343	4.456
362.253	163.849
362.302	163.333
362.561	161.329
362.060	165.548
361.802	167.552
362.060	165.548
360.956	174.451
361.005	173.936
361.264	171.931
343.460	164.730
343.411	165.246
343.152	167.250
342.959	168.949
342.910	169.465
342.651	171.470
342.163	175.333
342.113	175.849
341.855	177.853
499.173	158.584
499.223	159.100
499.482	161.104
499.674	162.803
499.723	163.319
499.982	165.323
500.471	169.187
500.520	169.702
500.779	171.707
480.381	157.703
480.331	157.187
480.072	155.183
480.881	161.922
480.832	161.406
480.573	159.402
481.678	168.305
481.678	168.305
481.370	165.785
432.100	49.969
432.264	48.250
433.127	41.569
431.950	51.235
432.114	49.516
432.977	42.834
431.711	53.150
431.875	51.431
432.738	44.749
369.457	52.907
369.293	54.626
368.430	61.308
369.307	54.173
369.143	55.892
368.280	62.573
369.068	56.088
368.904	57.807
368.041	64.488
473.176	46.761
473.341	48.480
474.203	55.161
473.326	48.027
473.491	49.745
474.354	56.427
473.565	49.942
473.730	51.660
474.593	58.342
410.533	43.823
410.369	42.104
409.506	35.422
410.684	45.088
410.519	43.370
409.656	36.688
410.923	47.004
410.758	45.285
409.895	38.603
249.082	162.817
249.131	162.301
249.390	160.297
248.581	167.036
248.630	166.520
248.889	164.516
247.784	173.419
247.834	172.904
248.092	170.899
230.289	163.698
230.239	164.214
229.981	166.218
229.788	167.918
229.739	168.433
229.480	170.438
228.991	174.301
228.942	174.817
228.683	176.821
386.002	159.616
386.052	160.132
386.310	162.136
386.503	163.835
386.552	164.351
386.811	166.355
387.299	170.219
387.349	170.734
387.608	172.739
367.209	158.735
367.160	158.219
366.901	156.214
367.710	162.954
367.661	162.438
367.402	160.434
368.507	169.337
368.457	168.822
368.198	166.817
318.929	48.937
319.093	47.218
319.956	40.537
318.779	50.203
318.943	48.484
319.806	41.802
318.540	52.118
318.704	50.399
319.567	43.717
256.286	51.875
256.121	53.594
255.259	60.276
256.136	53.141
255.971	54.860
255.109	61.541
255.897	55.056
255.732	56.775
254.870	63.456
360.005	47.793
360.169	49.512
361.032	56.193
360.155	49.059
360.320	50.777
361.182	57.459
360.394	50.974
360.559	52.692
361.421	59.374
297.362	44.855
297.198	43.136
296.335	36.454
297.512	46.120
297.348	44.402
296.485	37.720
297.751	48.035
297.587	46.317
296.724	39.635
